,species_category,detection_time,probability,detection_count,surveyID,drone_lat,drone_lon,species_name,KML
0,Possum,2022-10-24 20:46:00,Med,1.0,47ef08c0-2fd2-426b-8de0-9f78ea15105e,-33.64406,151.25623,Common Brushtail Possum,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SYB07_hPL_287447_UGCS_AGL_156m.kml
1,Possum,2022-10-24 20:50:00,High,1.0,47ef08c0-2fd2-426b-8de0-9f78ea15105e,-33.64497,151.25628,Common Brushtail Possum,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SYB07_hPL_287447_UGCS_AGL_156m.kml
2,Possum,2022-10-24 20:54:00,High,1.0,47ef08c0-2fd2-426b-8de0-9f78ea15105e,-33.64704,151.25663,Common Brushtail Possum,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SYB07_hPL_287447_UGCS_AGL_156m.kml
3,Aerial Species,2022-10-24 20:56:00,,1.0,47ef08c0-2fd2-426b-8de0-9f78ea15105e,-33.64962,151.25766,Aerial,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SYB07_hPL_287447_UGCS_AGL_156m.kml
4,Possum,2022-10-24 20:58:00,100%,2.0,47ef08c0-2fd2-426b-8de0-9f78ea15105e,-33.64904,151.25756,Common Brushtail Possum,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SYB07_hPL_287447_UGCS_AGL_156m.kml
5,Possum,2022-10-24 21:00:00,Med,1.0,47ef08c0-2fd2-426b-8de0-9f78ea15105e,-33.64843,151.25744,Common Brushtail Possum,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SYB07_hPL_287447_UGCS_AGL_156m.kml
6,Possum,2022-10-24 21:08:00,100%,2.0,47ef08c0-2fd2-426b-8de0-9f78ea15105e,-33.6475,151.25726,Common Ringtail Possum,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SYB07_hPL_287447_UGCS_AGL_156m.kml
7,Possum,2022-10-24 21:12:00,,1.0,47ef08c0-2fd2-426b-8de0-9f78ea15105e,-33.64341,151.25649,Common Brushtail Possum,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SYB07_hPL_287447_UGCS_AGL_156m.kml
8,Arboreal Species,2022-10-24 21:17:00,,1.0,47ef08c0-2fd2-426b-8de0-9f78ea15105e,-33.64583,151.25749,Arboreal Species,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SYB07_hPL_287447_UGCS_AGL_156m.kml
9,Possum,2022-10-24 21:18:00,100%,1.0,47ef08c0-2fd2-426b-8de0-9f78ea15105e,-33.64717,151.25774,Common Ringtail Possum,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SYB07_hPL_287447_UGCS_AGL_156m.kml
10,Possum,2022-10-24 21:20:00,,1.0,47ef08c0-2fd2-426b-8de0-9f78ea15105e,-33.64806,151.25792,Common Brushtail Possum,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SYB07_hPL_287447_UGCS_AGL_156m.kml
11,Possum,2022-10-24 21:22:00,,1.0,47ef08c0-2fd2-426b-8de0-9f78ea15105e,-33.64825,151.25849,Common Brushtail Possum,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SYB07_hPL_287447_UGCS_AGL_156m.kml
12,Possum,2022-10-24 21:24:00,,1.0,47ef08c0-2fd2-426b-8de0-9f78ea15105e,-33.64716,151.25827,Common Ringtail Possum,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SYB07_hPL_287447_UGCS_AGL_156m.kml
13,Possum,2022-10-24 21:31:00,,1.0,47ef08c0-2fd2-426b-8de0-9f78ea15105e,-33.64448,151.25778,Common Ringtail Possum,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SYB07_hPL_287447_UGCS_AGL_156m.kml
14,Possum,2022-10-24 21:32:00,,1.0,47ef08c0-2fd2-426b-8de0-9f78ea15105e,-33.64342,151.25758,Common Brushtail Possum,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SYB07_hPL_287447_UGCS_AGL_156m.kml
15,Arboreal Species,2022-10-24 21:34:00,,1.0,47ef08c0-2fd2-426b-8de0-9f78ea15105e,-33.64344,151.25812,Arboreal Species,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SYB07_hPL_287447_UGCS_AGL_156m.kml
16,Possum,2022-10-24 21:36:00,,2.0,47ef08c0-2fd2-426b-8de0-9f78ea15105e,-33.64387,151.25822,Common Brushtail Possum,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SYB07_hPL_287447_UGCS_AGL_156m.kml
17,Possum,2022-10-24 21:37:00,,1.0,47ef08c0-2fd2-426b-8de0-9f78ea15105e,-33.64497,151.25841,Common Brushtail Possum,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SYB07_hPL_287447_UGCS_AGL_156m.kml
18,Arboreal Species,2022-10-24 21:39:00,,1.0,47ef08c0-2fd2-426b-8de0-9f78ea15105e,-33.64544,151.25851,Arboreal Species,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SYB07_hPL_287447_UGCS_AGL_156m.kml
19,Possum,2022-10-24 21:41:00,,1.0,47ef08c0-2fd2-426b-8de0-9f78ea15105e,-33.64691,151.25879,Common Ringtail Possum,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SYB07_hPL_287447_UGCS_AGL_156m.kml
20,Aerial Species,2022-10-24 21:43:00,,1.0,47ef08c0-2fd2-426b-8de0-9f78ea15105e,-33.64784,151.25897,Bird,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SYB07_hPL_287447_UGCS_AGL_156m.kml
21,Possum,2022-10-24 21:45:00,,1.0,47ef08c0-2fd2-426b-8de0-9f78ea15105e,-33.64827,151.25903,Common Brushtail Possum,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SYB07_hPL_287447_UGCS_AGL_156m.kml
22,Possum,2022-10-24 21:46:00,100%,1.0,47ef08c0-2fd2-426b-8de0-9f78ea15105e,-33.64947,151.25941,Common Brushtail Possum,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SYB07_hPL_287447_UGCS_AGL_156m.kml
23,Arboreal Species,2022-10-24 21:53:00,,1.0,47ef08c0-2fd2-426b-8de0-9f78ea15105e,-33.64854,151.25966,Arboreal Species,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SYB07_hPL_287447_UGCS_AGL_156m.kml
24,Possum,2022-10-24 21:53:00,,1.0,47ef08c0-2fd2-426b-8de0-9f78ea15105e,-33.64859,151.25966,Common Brushtail Possum,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SYB07_hPL_287447_UGCS_AGL_156m.kml
25,Possum,2022-10-24 21:55:00,,1.0,47ef08c0-2fd2-426b-8de0-9f78ea15105e,-33.64678,151.25932,Common Ringtail Possum,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SYB07_hPL_287447_UGCS_AGL_156m.kml
26,Possum,2022-10-24 22:00:00,,1.0,47ef08c0-2fd2-426b-8de0-9f78ea15105e,-33.64342,151.25921,Possum,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SYB07_hPL_287447_UGCS_AGL_156m.kml
27,Possum,2022-10-24 22:02:00,,1.0,47ef08c0-2fd2-426b-8de0-9f78ea15105e,-33.64668,151.25984,Common Ringtail Possum,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SYB07_hPL_287447_UGCS_AGL_156m.kml
28,Arboreal Species,2022-10-24 22:04:00,,1.0,47ef08c0-2fd2-426b-8de0-9f78ea15105e,-33.64889,151.2608,Arboreal Species,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SYB07_hPL_287447_UGCS_AGL_156m.kml
29,Possum,2022-10-24 22:05:00,,1.0,47ef08c0-2fd2-426b-8de0-9f78ea15105e,-33.6485,151.26074,Common Brushtail Possum,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SYB07_hPL_287447_UGCS_AGL_156m.kml
30,Possum,2022-10-24 22:07:00,,2.0,47ef08c0-2fd2-426b-8de0-9f78ea15105e,-33.64777,151.26059,Common Ringtail Possum,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SYB07_hPL_287447_UGCS_AGL_156m.kml
31,Arboreal Species,2022-10-24 22:09:00,,1.0,47ef08c0-2fd2-426b-8de0-9f78ea15105e,-33.64289,151.25966,Arboreal Species,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SYB07_hPL_287447_UGCS_AGL_156m.kml
32,Arboreal Species,2022-10-24 22:14:00,,1.0,47ef08c0-2fd2-426b-8de0-9f78ea15105e,-33.64452,151.26051,Arboreal Species,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SYB07_hPL_287447_UGCS_AGL_156m.kml
33,Possum,2022-10-24 22:15:00,,2.0,47ef08c0-2fd2-426b-8de0-9f78ea15105e,-33.64501,151.26061,Common Ringtail Possum,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SYB07_hPL_287447_UGCS_AGL_156m.kml
34,Possum,2022-10-24 22:17:00,,1.0,47ef08c0-2fd2-426b-8de0-9f78ea15105e,-33.64584,151.26077,Common Brushtail Possum,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SYB07_hPL_287447_UGCS_AGL_156m.kml
35,Possum,2022-10-24 22:18:00,,1.0,47ef08c0-2fd2-426b-8de0-9f78ea15105e,-33.64584,151.26077,Common Ringtail Possum,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SYB07_hPL_287447_UGCS_AGL_156m.kml
36,Possum,2022-10-24 22:18:00,,1.0,47ef08c0-2fd2-426b-8de0-9f78ea15105e,-33.64665,151.26093,Common Ringtail Possum,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SYB07_hPL_287447_UGCS_AGL_156m.kml
37,Possum,2022-10-24 22:30:00,,1.0,47ef08c0-2fd2-426b-8de0-9f78ea15105e,-33.64289,151.26076,Possum,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SYB07_hPL_287447_UGCS_AGL_156m.kml
38,Arboreal Species,2022-10-25 00:32:00,,1.0,47ef08c0-2fd2-426b-8de0-9f78ea15105e,-33.64452,151.26052,Arboreal Species,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SYB07_hPL_287447_UGCS_AGL_156m.kml
39,Possum,2022-10-25 00:34:00,,2.0,47ef08c0-2fd2-426b-8de0-9f78ea15105e,-33.64463,151.26056,Common Ringtail Possum,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SYB07_hPL_287447_UGCS_AGL_156m.kml
40,Arboreal Species,2022-10-25 00:35:00,,1.0,47ef08c0-2fd2-426b-8de0-9f78ea15105e,-33.64567,151.26075,Arboreal Species,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SYB07_hPL_287447_UGCS_AGL_156m.kml
41,Arboreal Species,2022-10-25 00:36:00,,1.0,47ef08c0-2fd2-426b-8de0-9f78ea15105e,-33.64585,151.26077,Arboreal Species,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SYB07_hPL_287447_UGCS_AGL_156m.kml
42,Possum,2022-10-25 00:38:00,,1.0,47ef08c0-2fd2-426b-8de0-9f78ea15105e,-33.64698,151.26099,Common Ringtail Possum,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SYB07_hPL_287447_UGCS_AGL_156m.kml
43,Arboreal Species,2022-10-25 00:40:00,,1.0,47ef08c0-2fd2-426b-8de0-9f78ea15105e,-33.64645,151.26143,Arboreal Species,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SYB07_hPL_287447_UGCS_AGL_156m.kml
44,Arboreal Species,2022-10-25 00:43:00,,1.0,47ef08c0-2fd2-426b-8de0-9f78ea15105e,-33.64245,151.26103,Arboreal Species,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SYB07_hPL_287447_UGCS_AGL_156m.kml
45,Possum,2022-10-25 00:49:00,,1.0,47ef08c0-2fd2-426b-8de0-9f78ea15105e,-33.64906,151.26271,Possum,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SYB07_hPL_287447_UGCS_AGL_156m.kml
46,Arboreal Species,2022-10-25 00:50:00,,1.0,47ef08c0-2fd2-426b-8de0-9f78ea15105e,-33.64869,151.26295,Arboreal Species,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SYB07_hPL_287447_UGCS_AGL_156m.kml
47,Possum,2022-10-25 00:52:00,,2.0,47ef08c0-2fd2-426b-8de0-9f78ea15105e,-33.64798,151.26277,Common Ringtail Possum,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SYB07_hPL_287447_UGCS_AGL_156m.kml
48,Possum,2022-10-25 00:53:00,,1.0,47ef08c0-2fd2-426b-8de0-9f78ea15105e,-33.64442,151.26214,Common Ringtail Possum,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SYB07_hPL_287447_UGCS_AGL_156m.kml
49,Macropod,2022-10-25 00:55:00,100%,1.0,47ef08c0-2fd2-426b-8de0-9f78ea15105e,-33.64232,151.26196,Swamp Wallaby,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SYB07_hPL_287447_UGCS_AGL_156m.kml
50,Macropod,2022-10-25 00:58:00,,1.0,47ef08c0-2fd2-426b-8de0-9f78ea15105e,-33.64767,151.2633,Wallaby,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SYB07_hPL_287447_UGCS_AGL_156m.kml
51,Macropod,2022-10-25 00:59:00,,2.0,47ef08c0-2fd2-426b-8de0-9f78ea15105e,-33.64867,151.26403,Wallaby,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SYB07_hPL_287447_UGCS_AGL_156m.kml
52,Ground Species,2022-10-25 01:01:00,,1.0,47ef08c0-2fd2-426b-8de0-9f78ea15105e,-33.64295,151.26295,Ground Species,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SYB07_hPL_287447_UGCS_AGL_156m.kml
53,Arboreal Species,2022-10-25 01:02:00,,1.0,47ef08c0-2fd2-426b-8de0-9f78ea15105e,-33.64225,151.26282,Arboreal Species,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SYB07_hPL_287447_UGCS_AGL_156m.kml
54,Arboreal Species,2022-10-25 01:06:00,,1.0,47ef08c0-2fd2-426b-8de0-9f78ea15105e,-33.64737,151.26435,Arboreal Species,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SYB07_hPL_287447_UGCS_AGL_156m.kml
55,Arboreal Species,2022-10-25 01:15:00,,1.0,47ef08c0-2fd2-426b-8de0-9f78ea15105e,-33.64501,151.26443,Arboreal Species,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SYB07_hPL_287447_UGCS_AGL_156m.kml
56,Macropod,2022-10-25 20:18:00,,1.0,9d59bb39-03a0-4e46-bcd0-7b8a1d113a2e,-33.36628,150.22122,Swamp Wallaby,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SYB04_Npp_355755_UGCS_AGL_1086m(Take Off A_West).kml
57,Macropod,2022-10-25 20:20:00,,1.0,9d59bb39-03a0-4e46-bcd0-7b8a1d113a2e,-33.36845,150.22217,Wallaby,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SYB04_Npp_355755_UGCS_AGL_1086m(Take Off A_West).kml
58,Ground Species,2022-10-25 20:21:00,,1.0,9d59bb39-03a0-4e46-bcd0-7b8a1d113a2e,-33.36501,150.22152,Ground Species,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SYB04_Npp_355755_UGCS_AGL_1086m(Take Off A_West).kml
59,Macropod,2022-10-25 20:26:00,,2.0,9d59bb39-03a0-4e46-bcd0-7b8a1d113a2e,-33.36433,150.22248,Wallaby,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SYB04_Npp_355755_UGCS_AGL_1086m(Take Off A_West).kml
60,Aerial Species,2022-10-25 20:32:00,High,1.0,9d59bb39-03a0-4e46-bcd0-7b8a1d113a2e,-33.36335,150.22339,Bird,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SYB04_Npp_355755_UGCS_AGL_1086m(Take Off A_West).kml
61,Aerial Species,2022-10-25 20:41:00,,1.0,9d59bb39-03a0-4e46-bcd0-7b8a1d113a2e,-33.36789,150.22534,Bird,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SYB04_Npp_355755_UGCS_AGL_1086m(Take Off A_West).kml
62,Glider,2022-10-25 20:42:00,,1.0,9d59bb39-03a0-4e46-bcd0-7b8a1d113a2e,-33.36694,150.22514,Greater Glider,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SYB04_Npp_355755_UGCS_AGL_1086m(Take Off A_West).kml
63,Glider,2022-10-25 21:42:00,,1.0,9d59bb39-03a0-4e46-bcd0-7b8a1d113a2e,-33.36718,150.22738,Glider,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SYB04_Npp_355755_UGCS_AGL_1086m(Take Off A_West).kml
64,Glider,2022-10-25 21:47:00,,1.0,9d59bb39-03a0-4e46-bcd0-7b8a1d113a2e,-33.3644,150.22739,Glider,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SYB04_Npp_355755_UGCS_AGL_1086m(Take Off A_West).kml
65,Macropod,2022-10-25 21:50:00,,5.0,9d59bb39-03a0-4e46-bcd0-7b8a1d113a2e,-33.36698,150.22843,Swamp Wallaby,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SYB04_Npp_355755_UGCS_AGL_1086m(Take Off A_West).kml
66,Aerial Species,2022-10-25 21:54:00,,1.0,9d59bb39-03a0-4e46-bcd0-7b8a1d113a2e,-33.36122,150.22778,Bird,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SYB04_Npp_355755_UGCS_AGL_1086m(Take Off A_West).kml
67,Possum,2022-10-26 21:12:00,Med,1.0,613f8e31-6690-4d60-a96b-d4a7d17822df,-33.08388,150.79586,Possum,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SYB05_Hra_396201_UGCS_AGL_327m.kml
68,Koala,2022-10-26 21:15:00,100%,1.0,613f8e31-6690-4d60-a96b-d4a7d17822df,-33.08587,150.79623,Koala,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SYB05_Hra_396201_UGCS_AGL_327m.kml
69,Possum,2022-10-26 22:02:00,High,1.0,613f8e31-6690-4d60-a96b-d4a7d17822df,-33.08408,150.79863,Common Brushtail Possum,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SYB05_Hra_396201_UGCS_AGL_327m.kml
70,Possum,2022-10-26 22:11:00,,3.0,613f8e31-6690-4d60-a96b-d4a7d17822df,-33.08244,150.79938,Common Ringtail Possum,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SYB05_Hra_396201_UGCS_AGL_327m.kml
71,Possum,2022-10-26 22:21:00,100%,1.0,613f8e31-6690-4d60-a96b-d4a7d17822df,-33.08319,150.80039,Common Brushtail Possum,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SYB05_Hra_396201_UGCS_AGL_327m.kml
72,Aerial Species,2022-10-26 20:33:00,,2.0,065f300b-a7e0-4f6d-a359-2a50162a6515,-34.13092,149.90955,Bird,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SEH10_Rop_237232_UGCS_AGL_1104m.kml
73,Glider,2022-10-26 20:37:00,,1.0,065f300b-a7e0-4f6d-a359-2a50162a6515,-34.13062,149.90949,Greater Glider,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SEH10_Rop_237232_UGCS_AGL_1104m.kml
74,Glider,2022-10-26 20:40:00,,1.0,065f300b-a7e0-4f6d-a359-2a50162a6515,-34.12769,149.90892,Greater Glider,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SEH10_Rop_237232_UGCS_AGL_1104m.kml
75,Glider,2022-10-26 20:42:00,,1.0,065f300b-a7e0-4f6d-a359-2a50162a6515,-34.12716,149.90883,Sugar Glider,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SEH10_Rop_237232_UGCS_AGL_1104m.kml
76,Glider,2022-10-26 20:44:00,,1.0,065f300b-a7e0-4f6d-a359-2a50162a6515,-34.12648,149.90925,Greater Glider,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SEH10_Rop_237232_UGCS_AGL_1104m.kml
77,Glider,2022-10-26 20:59:00,,1.0,065f300b-a7e0-4f6d-a359-2a50162a6515,-34.1297,149.9104,Greater Glider,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SEH10_Rop_237232_UGCS_AGL_1104m.kml
78,Glider,2022-10-26 21:01:00,,1.0,065f300b-a7e0-4f6d-a359-2a50162a6515,-34.12762,149.91002,Greater Glider,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SEH10_Rop_237232_UGCS_AGL_1104m.kml
79,Glider,2022-10-26 21:04:00,,1.0,065f300b-a7e0-4f6d-a359-2a50162a6515,-34.12906,149.91083,Greater Glider,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SEH10_Rop_237232_UGCS_AGL_1104m.kml
80,Arboreal Species,2022-10-26 21:08:00,,1.0,065f300b-a7e0-4f6d-a359-2a50162a6515,-34.12736,149.91105,Arboreal Species,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SEH10_Rop_237232_UGCS_AGL_1104m.kml
81,Glider,2022-10-26 21:11:00,,1.0,065f300b-a7e0-4f6d-a359-2a50162a6515,-34.1286,149.91186,Greater Glider,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SEH10_Rop_237232_UGCS_AGL_1104m.kml
82,Glider,2022-10-26 21:14:00,,1.0,065f300b-a7e0-4f6d-a359-2a50162a6515,-34.12854,149.91239,Greater Glider,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SEH10_Rop_237232_UGCS_AGL_1104m.kml
83,None,2022-10-26 21:24:00,,1.0,065f300b-a7e0-4f6d-a359-2a50162a6515,-34.12724,149.91272,Tree Hollow,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SEH10_Rop_237232_UGCS_AGL_1104m.kml
84,None,2022-10-26 21:25:00,,1.0,065f300b-a7e0-4f6d-a359-2a50162a6515,-34.12949,149.91312,Hollow,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SEH10_Rop_237232_UGCS_AGL_1104m.kml
85,Glider,2022-10-26 21:33:00,,1.0,065f300b-a7e0-4f6d-a359-2a50162a6515,-34.13064,149.91444,Greater Glider,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SEH10_Rop_237232_UGCS_AGL_1104m.kml
86,Glider,2022-10-26 21:36:00,,1.0,065f300b-a7e0-4f6d-a359-2a50162a6515,-34.12872,149.91482,Glider,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SEH10_Rop_237232_UGCS_AGL_1104m.kml
87,Arboreal Species,2022-10-26 21:38:00,,1.0,065f300b-a7e0-4f6d-a359-2a50162a6515,-34.12684,149.91426,Arboreal Species,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SEH10_Rop_237232_UGCS_AGL_1104m.kml
88,Glider,2022-10-26 21:44:00,,1.0,065f300b-a7e0-4f6d-a359-2a50162a6515,-34.12575,149.91404,Greater Glider,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SEH10_Rop_237232_UGCS_AGL_1104m.kml
89,Glider,2022-10-26 21:45:00,,1.0,065f300b-a7e0-4f6d-a359-2a50162a6515,-34.12546,149.91401,Greater Glider,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SEH10_Rop_237232_UGCS_AGL_1104m.kml
90,Glider,2022-10-26 21:46:00,,1.0,065f300b-a7e0-4f6d-a359-2a50162a6515,-34.12472,149.91415,Greater Glider,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SEH10_Rop_237232_UGCS_AGL_1104m.kml
91,None,2022-10-26 21:50:00,,1.0,065f300b-a7e0-4f6d-a359-2a50162a6515,-34.12974,149.91537,Hollow,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SEH10_Rop_237232_UGCS_AGL_1104m.kml
92,Glider,2022-10-26 21:51:00,,1.0,065f300b-a7e0-4f6d-a359-2a50162a6515,-34.13132,149.91585,Sugar Glider,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SEH10_Rop_237232_UGCS_AGL_1104m.kml
93,None,2022-10-26 21:52:00,,1.0,065f300b-a7e0-4f6d-a359-2a50162a6515,-34.12978,149.91593,Hollow,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SEH10_Rop_237232_UGCS_AGL_1104m.kml
94,Glider,2022-10-26 21:55:00,,1.0,065f300b-a7e0-4f6d-a359-2a50162a6515,-34.12528,149.91561,Greater Glider,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SEH10_Rop_237232_UGCS_AGL_1104m.kml
95,Koala,2022-10-27 20:34:00,100%,1.0,12afd4f0-cbf3-4315-9529-7750b2b99a9d,-33.34987,150.72823,Koala,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SYB05_Hra_347383_UGCS_AGL_256m.kml
96,Macropod,2022-10-27 21:11:00,,1.0,dde0c044-cacd-4a04-9286-f81676c59360,-33.05565,150.61918,Macropod,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SYB04_Mel_406869_UGCS_AGL_256m.kml
97,Macropod,2022-10-27 21:12:00,,1.0,dde0c044-cacd-4a04-9286-f81676c59360,-33.05582,150.61976,Macropod,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SYB04_Mel_406869_UGCS_AGL_256m.kml
98,Macropod,2022-10-27 21:13:00,,1.0,dde0c044-cacd-4a04-9286-f81676c59360,-33.05434,150.61948,Macropod,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SYB04_Mel_406869_UGCS_AGL_256m.kml
99,Macropod,2022-10-27 21:16:00,,1.0,dde0c044-cacd-4a04-9286-f81676c59360,-33.05254,150.61968,Macropod,drive/Shareddrives/Thermal File Archive/.UGCS/Koala Strategy_20221024-28/SYB04_Mel_406869_UGCS_AGL_256m.kml
