,species_category,detection_time,probability,detection_count,surveyID,drone_lat,drone_lon,species_name,KML
3365,Arboreal Species,2022-09-27 19:27:26,,1.0,8ae3a5ed-48bf-4e14-9901-4f4fbb989907,-31.313673,152.015293,Arboreal Species,drive/Shareddrives/Thermal File Archive/.UGCS/DoylesRiverSF/20220927_Flights/DR_09-1665390_ugcs_AGL_1080m.kml
3366,Glider,2022-09-27 19:31:00,High,1.0,8ae3a5ed-48bf-4e14-9901-4f4fbb989907,-31.312644,152.015607,Greater Glider,drive/Shareddrives/Thermal File Archive/.UGCS/DoylesRiverSF/20220927_Flights/DR_09-1665390_ugcs_AGL_1080m.kml
3367,Glider,2022-09-27 19:33:00,High,2.0,8ae3a5ed-48bf-4e14-9901-4f4fbb989907,-31.312716,152.015653,Greater Glider,drive/Shareddrives/Thermal File Archive/.UGCS/DoylesRiverSF/20220927_Flights/DR_09-1665390_ugcs_AGL_1080m.kml
3368,Glider,2022-09-27 19:45:00,High,1.0,8ae3a5ed-48bf-4e14-9901-4f4fbb989907,-31.315027,152.016728,Greater Glider,drive/Shareddrives/Thermal File Archive/.UGCS/DoylesRiverSF/20220927_Flights/DR_09-1665390_ugcs_AGL_1080m.kml
3369,Glider,2022-09-27 19:54:00,Med,1.0,8ae3a5ed-48bf-4e14-9901-4f4fbb989907,-31.315052,152.018723,Greater Glider,drive/Shareddrives/Thermal File Archive/.UGCS/DoylesRiverSF/20220927_Flights/DR_09-1665390_ugcs_AGL_1080m.kml
3370,Glider,2022-09-27 19:55:00,Med,2.0,8ae3a5ed-48bf-4e14-9901-4f4fbb989907,-31.31509,152.018666,Sugar Glider,drive/Shareddrives/Thermal File Archive/.UGCS/DoylesRiverSF/20220927_Flights/DR_09-1665390_ugcs_AGL_1080m.kml
3371,Glider,2022-09-27 20:07:43,Med,1.0,8ae3a5ed-48bf-4e14-9901-4f4fbb989907,-31.31481,152.018736,Greater Glider,drive/Shareddrives/Thermal File Archive/.UGCS/DoylesRiverSF/20220927_Flights/DR_09-1665390_ugcs_AGL_1080m.kml
3372,Glider,2022-09-27 20:12:00,High,1.0,8ae3a5ed-48bf-4e14-9901-4f4fbb989907,-31.312767,152.018612,Greater Glider,drive/Shareddrives/Thermal File Archive/.UGCS/DoylesRiverSF/20220927_Flights/DR_09-1665390_ugcs_AGL_1080m.kml
3373,Arboreal Species,2022-09-28 18:56:00,Med,1.0,736c0946-75ff-4870-9acb-e52a05278bf1,-31.330243,152.085497,Arboreal Species,drive/Shareddrives/Thermal File Archive/.UGCS/DoylesRiverSF/20220928_Flights/DR_04_1651823_UGCS_AGL_949m.kml
3374,Glider,2022-09-28 19:04:00,100%,1.0,736c0946-75ff-4870-9acb-e52a05278bf1,-31.33277,152.086376,Greater Glider,drive/Shareddrives/Thermal File Archive/.UGCS/DoylesRiverSF/20220928_Flights/DR_04_1651823_UGCS_AGL_949m.kml
3375,Glider,2022-09-28 19:06:00,100%,1.0,736c0946-75ff-4870-9acb-e52a05278bf1,-31.332717,152.086872,Greater Glider,drive/Shareddrives/Thermal File Archive/.UGCS/DoylesRiverSF/20220928_Flights/DR_04_1651823_UGCS_AGL_949m.kml
3376,Glider,2022-09-28 19:18:00,High,2.0,736c0946-75ff-4870-9acb-e52a05278bf1,-31.329742,152.08693,Greater Glider,drive/Shareddrives/Thermal File Archive/.UGCS/DoylesRiverSF/20220928_Flights/DR_04_1651823_UGCS_AGL_949m.kml
3377,Glider,2022-09-28 19:22:00,High,2.0,736c0946-75ff-4870-9acb-e52a05278bf1,-31.332903,152.087911,Greater Glider,drive/Shareddrives/Thermal File Archive/.UGCS/DoylesRiverSF/20220928_Flights/DR_04_1651823_UGCS_AGL_949m.kml
3378,Glider,2022-09-28 19:25:00,High,2.0,736c0946-75ff-4870-9acb-e52a05278bf1,-31.331595,152.087837,Greater Glider,drive/Shareddrives/Thermal File Archive/.UGCS/DoylesRiverSF/20220928_Flights/DR_04_1651823_UGCS_AGL_949m.kml
3379,Macropod,2022-09-26 18:45:00,Med,1.0,0dca1d32-329c-4654-8018-7b1cb797e92d,-31.32406,152.020983,Wallaby,drive/Shareddrives/Thermal File Archive/.UGCS/DoylesRiverSF/20220926_Flights/DR_07_1658597_ugcs - Copy_AGL_1140m.kml
3380,Ground Species,2022-09-26 18:58:00,Low,1.0,0dca1d32-329c-4654-8018-7b1cb797e92d,-31.324108,152.021049,Rabbit,drive/Shareddrives/Thermal File Archive/.UGCS/DoylesRiverSF/20220926_Flights/DR_07_1658597_ugcs - Copy_AGL_1140m.kml
3381,Macropod,2022-09-26 19:04:00,High,2.0,0dca1d32-329c-4654-8018-7b1cb797e92d,-31.327245,152.021216,Wallaby,drive/Shareddrives/Thermal File Archive/.UGCS/DoylesRiverSF/20220926_Flights/DR_07_1658597_ugcs - Copy_AGL_1140m.kml
3382,Macropod,2022-09-26 19:08:00,,2.0,0dca1d32-329c-4654-8018-7b1cb797e92d,-31.324434,152.020332,Wallaby,drive/Shareddrives/Thermal File Archive/.UGCS/DoylesRiverSF/20220926_Flights/DR_07_1658597_ugcs - Copy_AGL_1140m.kml
3383,Macropod,2022-09-26 19:21:00,High,3.0,0dca1d32-329c-4654-8018-7b1cb797e92d,-31.324604,152.019663,Wallaby,drive/Shareddrives/Thermal File Archive/.UGCS/DoylesRiverSF/20220926_Flights/DR_07_1658597_ugcs - Copy_AGL_1140m.kml
3384,Possum,2022-09-26 19:26:00,High,1.0,0dca1d32-329c-4654-8018-7b1cb797e92d,-31.326911,152.019417,Common Brushtail Possum,drive/Shareddrives/Thermal File Archive/.UGCS/DoylesRiverSF/20220926_Flights/DR_07_1658597_ugcs - Copy_AGL_1140m.kml
3385,Glider,2022-09-26 19:32:00,Med,1.0,0dca1d32-329c-4654-8018-7b1cb797e92d,-31.324451,152.018911,Greater Glider,drive/Shareddrives/Thermal File Archive/.UGCS/DoylesRiverSF/20220926_Flights/DR_07_1658597_ugcs - Copy_AGL_1140m.kml
3386,Glider,2022-09-26 19:50:00,High,1.0,0dca1d32-329c-4654-8018-7b1cb797e92d,-31.328738,152.017729,Sugar Glider,drive/Shareddrives/Thermal File Archive/.UGCS/DoylesRiverSF/20220926_Flights/DR_07_1658597_ugcs - Copy_AGL_1140m.kml
3387,Macropod,2022-09-26 20:08:00,High,1.0,0dca1d32-329c-4654-8018-7b1cb797e92d,-31.326351,152.016728,Wallaby,drive/Shareddrives/Thermal File Archive/.UGCS/DoylesRiverSF/20220926_Flights/DR_07_1658597_ugcs - Copy_AGL_1140m.kml
3388,Arboreal Species,2022-09-26 20:14:00,Low,1.0,0dca1d32-329c-4654-8018-7b1cb797e92d,-31.3283,152.017035,Common Brushtail Possum,drive/Shareddrives/Thermal File Archive/.UGCS/DoylesRiverSF/20220926_Flights/DR_07_1658597_ugcs - Copy_AGL_1140m.kml
3389,Macropod,2022-09-28 18:36:00,Low,1.0,6ae601c0-fd4f-4d28-9f49-bc7ff86f4f91,-31.330673,152.076755,Macropod,drive/Shareddrives/Thermal File Archive/.UGCS/DoylesRiverSF/20220928_Flights/DR_03_1651822_UGCS_AGL_930m.kml
3390,Glider,2022-09-28 18:43:00,High,2.0,6ae601c0-fd4f-4d28-9f49-bc7ff86f4f91,-31.33376,152.077627,Greater Glider,drive/Shareddrives/Thermal File Archive/.UGCS/DoylesRiverSF/20220928_Flights/DR_03_1651822_UGCS_AGL_930m.kml
3391,Macropod,2022-09-28 19:02:00,High,1.0,6ae601c0-fd4f-4d28-9f49-bc7ff86f4f91,-31.332247,152.077645,Wallaby,drive/Shareddrives/Thermal File Archive/.UGCS/DoylesRiverSF/20220928_Flights/DR_03_1651822_UGCS_AGL_930m.kml
3392,Glider,2022-09-28 19:02:00,,1.0,6ae601c0-fd4f-4d28-9f49-bc7ff86f4f91,-31.331224,152.077684,Greater Glider,drive/Shareddrives/Thermal File Archive/.UGCS/DoylesRiverSF/20220928_Flights/DR_03_1651822_UGCS_AGL_930m.kml
3393,Glider,2022-09-28 19:16:00,Low,1.0,6ae601c0-fd4f-4d28-9f49-bc7ff86f4f91,-31.330396,152.07795,Greater Glider,drive/Shareddrives/Thermal File Archive/.UGCS/DoylesRiverSF/20220928_Flights/DR_03_1651822_UGCS_AGL_930m.kml
3394,Glider,2022-09-28 19:22:00,High,2.0,6ae601c0-fd4f-4d28-9f49-bc7ff86f4f91,-31.334049,152.079052,Greater Glider,drive/Shareddrives/Thermal File Archive/.UGCS/DoylesRiverSF/20220928_Flights/DR_03_1651822_UGCS_AGL_930m.kml
3395,Glider,2022-09-28 19:24:00,Med,1.0,6ae601c0-fd4f-4d28-9f49-bc7ff86f4f91,-31.333014,152.079075,Greater Glider,drive/Shareddrives/Thermal File Archive/.UGCS/DoylesRiverSF/20220928_Flights/DR_03_1651822_UGCS_AGL_930m.kml
3396,Glider,2022-09-28 19:43:00,,1.0,6ae601c0-fd4f-4d28-9f49-bc7ff86f4f91,-31.32968,152.080032,Sugar Glider,drive/Shareddrives/Thermal File Archive/.UGCS/DoylesRiverSF/20220928_Flights/DR_03_1651822_UGCS_AGL_930m.kml
3397,Glider,2022-09-28 19:43:00,Med,1.0,6ae601c0-fd4f-4d28-9f49-bc7ff86f4f91,-31.330796,152.080204,Greater Glider,drive/Shareddrives/Thermal File Archive/.UGCS/DoylesRiverSF/20220928_Flights/DR_03_1651822_UGCS_AGL_930m.kml
3398,Glider,2022-09-28 20:03:57,High,1.0,6ae601c0-fd4f-4d28-9f49-bc7ff86f4f91,-31.331924,152.081966,Greater Glider,drive/Shareddrives/Thermal File Archive/.UGCS/DoylesRiverSF/20220928_Flights/DR_03_1651822_UGCS_AGL_930m.kml
3399,Glider,2022-09-28 19:07:00,100%,1.0,e938fecf-7418-4797-abed-eac621606b81,-31.337412,152.079639,Sugar Glider,drive/Shareddrives/Thermal File Archive/.UGCS/DoylesRiverSF/20220928_Flights/Copy of DR_01_1649561_UGCS_AGL_930m.kml
3400,Glider,2022-09-28 19:27:00,High,1.0,e938fecf-7418-4797-abed-eac621606b81,-31.33686,152.080404,Greater Glider,drive/Shareddrives/Thermal File Archive/.UGCS/DoylesRiverSF/20220928_Flights/Copy of DR_01_1649561_UGCS_AGL_930m.kml
3401,Macropod,2022-09-28 19:33:00,100%,1.0,e938fecf-7418-4797-abed-eac621606b81,-31.33807,152.080581,Macropod,drive/Shareddrives/Thermal File Archive/.UGCS/DoylesRiverSF/20220928_Flights/Copy of DR_01_1649561_UGCS_AGL_930m.kml
3402,Glider,2022-09-28 19:43:00,High,2.0,e938fecf-7418-4797-abed-eac621606b81,-31.338051,152.080728,Greater Glider,drive/Shareddrives/Thermal File Archive/.UGCS/DoylesRiverSF/20220928_Flights/Copy of DR_01_1649561_UGCS_AGL_930m.kml
3403,Glider,2022-09-28 19:47:00,High,1.0,e938fecf-7418-4797-abed-eac621606b81,-31.334365,152.081033,Greater Glider,drive/Shareddrives/Thermal File Archive/.UGCS/DoylesRiverSF/20220928_Flights/Copy of DR_01_1649561_UGCS_AGL_930m.kml
3404,Glider,2022-09-28 19:53:00,High,1.0,e938fecf-7418-4797-abed-eac621606b81,-31.336805,152.081337,Greater Glider,drive/Shareddrives/Thermal File Archive/.UGCS/DoylesRiverSF/20220928_Flights/Copy of DR_01_1649561_UGCS_AGL_930m.kml
3405,Glider,2022-09-28 20:03:00,High,1.0,e938fecf-7418-4797-abed-eac621606b81,-31.338407,152.081817,Greater Glider,drive/Shareddrives/Thermal File Archive/.UGCS/DoylesRiverSF/20220928_Flights/Copy of DR_01_1649561_UGCS_AGL_930m.kml
3406,Glider,2022-09-28 20:07:00,Med,1.0,e938fecf-7418-4797-abed-eac621606b81,-31.338349,152.081762,Sugar Glider,drive/Shareddrives/Thermal File Archive/.UGCS/DoylesRiverSF/20220928_Flights/Copy of DR_01_1649561_UGCS_AGL_930m.kml
3407,Glider,2022-09-28 20:10:00,High,1.0,e938fecf-7418-4797-abed-eac621606b81,-31.336606,152.081866,Greater Glider,drive/Shareddrives/Thermal File Archive/.UGCS/DoylesRiverSF/20220928_Flights/Copy of DR_01_1649561_UGCS_AGL_930m.kml
3408,Koala,2022-10-03 19:46:00,100%,1.0,8bc76f5d-afc2-4164-b9b3-98b956293c31,-30.40912,152.992784,Koala,drive/Shareddrives/Thermal File Archive/.UGCS/BongilBongil (1)/2053468_BB13_AGL_65m.kml
3409,Koala,2022-10-03 20:10:00,Med,1.0,8bc76f5d-afc2-4164-b9b3-98b956293c31,-30.408846,152.995108,Koala,drive/Shareddrives/Thermal File Archive/.UGCS/BongilBongil (1)/2053468_BB13_AGL_65m.kml
3410,Arboreal Species,2022-10-03 19:54:00,Low,1.0,b2a5fa37-fb2f-4f05-a995-5e61bb030a6b,,,Arboreal Species,drive/Shareddrives/Thermal File Archive/.UGCS/HuntersRoad65_AGL_61m.kml
3411,Arboreal Species,2022-10-03 20:19:00,Low,1.0,b2a5fa37-fb2f-4f05-a995-5e61bb030a6b,,,Arboreal Species,drive/Shareddrives/Thermal File Archive/.UGCS/HuntersRoad65_AGL_61m.kml
3412,Ground Species,2022-10-03 20:11:00,,1.0,1518fef7-0f8b-4b28-a7ec-7499cf8cc094,-30.409796,152.998765,Ground Species,drive/Shareddrives/Thermal File Archive/.UGCS/HuntersRoad65_AGL_61m.kml
3413,Macropod,2022-10-03 20:21:00,High,1.0,1518fef7-0f8b-4b28-a7ec-7499cf8cc094,-30.412138,153.00054,Macropod,drive/Shareddrives/Thermal File Archive/.UGCS/HuntersRoad65_AGL_61m.kml
3414,Koala,2022-10-03 20:40:00,100%,1.0,1518fef7-0f8b-4b28-a7ec-7499cf8cc094,-30.408334,153.00184,Koala,drive/Shareddrives/Thermal File Archive/.UGCS/HuntersRoad65_AGL_61m.kml
3415,Koala,2022-10-05 00:25:00,100%,1.0,b43acd7e-fbfb-4d0c-9ab1-38062e438562,-30.41061,152.993988,Koala,drive/Shareddrives/Thermal File Archive/.UGCS/BongilBongil (1)/2053468_BB13_AGL_65m.kml
3416,Koala,2022-10-05 00:33:00,Med,1.0,b43acd7e-fbfb-4d0c-9ab1-38062e438562,-31.41065,152.994005,Koala,drive/Shareddrives/Thermal File Archive/.UGCS/HuntersRoad65_AGL_61m.kml
3417,Koala,2022-10-05 00:44:00,100%,1.0,b43acd7e-fbfb-4d0c-9ab1-38062e438562,-30.408813,152.996426,Koala,drive/Shareddrives/Thermal File Archive/.UGCS/HuntersRoad65_AGL_61m.kml
3418,Possum,2022-10-03 19:54:00,,1.0,ae8a14ab-c870-4936-ba1e-30bd0e6e2a5a,-30.416846,152.994572,Possum,drive/Shareddrives/Thermal File Archive/.UGCS/BongilBongil (1)/2051168_BB14_AGL_71m.kml
3419,None,2022-10-03 20:09:00,,4.0,ae8a14ab-c870-4936-ba1e-30bd0e6e2a5a,-30.416302,152.997223,Bat,drive/Shareddrives/Thermal File Archive/.UGCS/HuntersRoad65_AGL_61m.kml
3420,Koala,2022-10-03 21:45:00,100%,1.0,fa665280-7802-45dc-b7e0-92f0045416ed,-30.406531,152.997489,Koala,drive/Shareddrives/Thermal File Archive/.UGCS/BongilBongil (1)/2055769_BB11_AGL_61m.kml
3421,Arboreal Species,2022-10-03 22:03:00,,1.0,fa665280-7802-45dc-b7e0-92f0045416ed,-30.405592,152.998893,Common Brushtail Possum,drive/Shareddrives/Thermal File Archive/.UGCS/BongilBongil (1)/2055769_BB11_AGL_61m.kml
3422,Koala,2022-10-03 22:14:00,100%,1.0,fa665280-7802-45dc-b7e0-92f0045416ed,-30.408115,152.999583,Koala,drive/Shareddrives/Thermal File Archive/.UGCS/HuntersRoad65_AGL_61m.kml
3423,Aerial Species,2022-10-04 19:37:00,Med,1.0,f124c425-5ee9-4565-a632-b7fe6733ad25,-30.423533,152.978939,Bird,drive/Shareddrives/Thermal File Archive/.UGCS/BongilBongil (1)/BB20_2048866_AGL_100m.kml
3424,Macropod,2022-10-04 19:42:00,High,1.0,f124c425-5ee9-4565-a632-b7fe6733ad25,-30.420686,152.979199,Wallaby,drive/Shareddrives/Thermal File Archive/.UGCS/BongilBongil (1)/BB20_2048866_AGL_100m.kml
3425,Aerial Species,2022-10-04 19:50:00,Med,1.0,f124c425-5ee9-4565-a632-b7fe6733ad25,-30.424262,152.981367,Bird,drive/Shareddrives/Thermal File Archive/.UGCS/BongilBongil (1)/BB20_2048866_AGL_100m.kml
3426,Macropod,2022-10-04 20:07:00,High,1.0,f124c425-5ee9-4565-a632-b7fe6733ad25,,,Wallaby,drive/Shareddrives/Thermal File Archive/.UGCS/BongilBongil (1)/BB24_2046567_AGL_122m.kml
3427,Macropod,2022-10-04 20:18:00,Low,1.0,f124c425-5ee9-4565-a632-b7fe6733ad25,-30.423972,152.98382,Wallaby,drive/Shareddrives/Thermal File Archive/.UGCS/BongilBongil (1)/BB20_2048866_AGL_100m.kml
3428,Koala,2022-10-04 22:53:00,Low,1.0,9ce6db91-c107-4ba9-b7e9-b96211bd96f2,-30.414295,152.998275,Koala,drive/Shareddrives/Thermal File Archive/.UGCS/HuntersRoad65_AGL_61m.kml
3430,Koala,2022-10-04 22:26:00,Med,1.0,c61845ab-7e4f-4c7e-a737-6229df242b87,-30.43542,152.975126,Koala,drive/Shareddrives/Thermal File Archive/.UGCS/CubansRoad65_AGL_101m.kml
3431,None,2022-10-04 22:29:00,,1.0,c61845ab-7e4f-4c7e-a737-6229df242b87,,,Termite Nest,drive/Shareddrives/Thermal File Archive/.UGCS/CubansRoad65_AGL_101m.kml
3432,Ground Species,2022-10-04 22:42:00,,1.0,8bee8a25-530d-48a8-a025-bc43fdae8bfc,,,Ground Species,drive/Shareddrives/Thermal File Archive/.UGCS/CubansRoad65_AGL_101m.kml
3433,Koala,2022-10-04 21:35:00,High,1.0,9078a8a3-2324-4acf-9a74-3f465b97eca7,-30.417822,152.986311,Koala,drive/Shareddrives/Thermal File Archive/.UGCS/BongilBongil (1)/BB18_2051166_AGL_67m.kml
3434,Koala,2022-10-04 21:43:00,Low,1.0,9078a8a3-2324-4acf-9a74-3f465b97eca7,-30.41857,152.986678,Koala,drive/Shareddrives/Thermal File Archive/.UGCS/BongilBongil (1)/BB18_2051166_AGL_67m.kml
3435,Aerial Species,2022-10-03 19:46:00,Med,1.0,b411be8f-348f-4bbe-aa72-b77bc4c6f108,-30.416658,152.998657,Flying Fox,drive/Shareddrives/Thermal File Archive/.UGCS/HuntersRoad65_AGL_61m.kml
3436,Koala,2022-10-03 20:20:00,100%,1.0,b411be8f-348f-4bbe-aa72-b77bc4c6f108,-30.414469,153.001032,Koala,drive/Shareddrives/Thermal File Archive/.UGCS/HuntersRoad65_AGL_61m.kml
3437,Arboreal Species,2022-10-04 20:18:00,Med,1.0,7d33d526-0607-4df0-9c4b-b07fd1820250,-30.425808,152.976773,Common Brushtail Possum,drive/Shareddrives/Thermal File Archive/.UGCS/BongilBongil (1)/BB24_2046567_AGL_122m.kml
3438,Arboreal Species,2022-10-04 20:26:00,Med,1.0,7d33d526-0607-4df0-9c4b-b07fd1820250,-30.426536,152.976871,Common Brushtail Possum,drive/Shareddrives/Thermal File Archive/.UGCS/BongilBongil (1)/BB24_2046567_AGL_122m.kml
3439,Ground Species,2022-10-04 20:42:00,High,1.0,7d33d526-0607-4df0-9c4b-b07fd1820250,-30.427211,152.975115,Ground Species,drive/Shareddrives/Thermal File Archive/.UGCS/BongilBongil (1)/BB24_2046567_AGL_122m.kml
3440,Macropod,2022-10-04 20:48:00,High,1.0,7d33d526-0607-4df0-9c4b-b07fd1820250,-30.426565,152.974871,Macropod,drive/Shareddrives/Thermal File Archive/.UGCS/BongilBongil (1)/BB24_2046567_AGL_122m.kml
3441,Ground Species,2022-10-04 23:47:35,,1.0,4ee96fb8-3727-4744-9378-00cc1cf5192e,-30.416661,152.993241,Ground Species,drive/Shareddrives/Thermal File Archive/.UGCS/BongilBongil (1)/2051168_BB14_AGL_71m.kml
3442,Koala,2022-10-05 00:09:00,High,1.0,4ee96fb8-3727-4744-9378-00cc1cf5192e,-30.417341,152.995149,Koala,drive/Shareddrives/Thermal File Archive/.UGCS/BongilBongil (1)/2051168_BB14_AGL_71m.kml
3443,Ground Species,2022-10-05 00:34:00,High,1.0,4ee96fb8-3727-4744-9378-00cc1cf5192e,-30.414396,152.995697,Ground Species,drive/Shareddrives/Thermal File Archive/.UGCS/HuntersRoad65_AGL_61m.kml
3444,Arboreal Species,2022-10-05 00:40:59,Med,1.0,4ee96fb8-3727-4744-9378-00cc1cf5192e,-30.416715,152.997243,Flying Fox,drive/Shareddrives/Thermal File Archive/.UGCS/HuntersRoad65_AGL_61m.kml
3445,Koala,2022-10-05 00:45:00,Med,1.0,4ee96fb8-3727-4744-9378-00cc1cf5192e,-30.416725,152.997241,Koala,drive/Shareddrives/Thermal File Archive/.UGCS/HuntersRoad65_AGL_61m.kml
3446,Koala,2022-10-04 19:37:00,High,1.0,92edef6d-b10b-4020-b5eb-16ffa5151809,-30.433153,153.041203,Koala,drive/Shareddrives/Thermal File Archive/.UGCS/BongilBongil (1)/BB33_2039685_AGL_60m.kml
3447,Arboreal Species,2022-10-04 19:41:00,Med,1.0,92edef6d-b10b-4020-b5eb-16ffa5151809,-30.433107,153.041043,Arboreal Species,drive/Shareddrives/Thermal File Archive/.UGCS/BongilBongil (1)/BB33_2039685_AGL_60m.kml
3448,Glider,2022-10-04 19:56:00,High,2.0,92edef6d-b10b-4020-b5eb-16ffa5151809,-30.433277,153.042075,Sugar Glider,drive/Shareddrives/Thermal File Archive/.UGCS/BongilBongil (1)/BB33_2039685_AGL_60m.kml
3449,Arboreal Species,2022-10-04 19:58:00,100%,1.0,92edef6d-b10b-4020-b5eb-16ffa5151809,-30.433225,153.042069,Flying Fox,drive/Shareddrives/Thermal File Archive/.UGCS/BongilBongil (1)/BB33_2039685_AGL_60m.kml
3450,Macropod,2022-10-04 20:03:00,High,1.0,92edef6d-b10b-4020-b5eb-16ffa5151809,-30.430657,153.041782,Wallaby,drive/Shareddrives/Thermal File Archive/.UGCS/BongilBongil (1)/BB33_2039685_AGL_60m.kml
3451,Koala,2022-10-03 21:25:00,High,1.0,6f97721a-0d57-48f3-8854-74fb653695b1,30.410423,152.995047,Koala,drive/Shareddrives/Thermal File Archive/.UGCS/HuntersRoad65_AGL_61m.kml
3452,Koala,2022-10-03 21:32:00,100%,1.0,6f97721a-0d57-48f3-8854-74fb653695b1,30.409118,152.995484,Koala,drive/Shareddrives/Thermal File Archive/.UGCS/HuntersRoad65_AGL_61m.kml
3453,Koala,2022-10-03 21:39:00,High,1.0,6f97721a-0d57-48f3-8854-74fb653695b1,30.408751,152.996607,Koala,drive/Shareddrives/Thermal File Archive/.UGCS/HuntersRoad65_AGL_61m.kml
3454,Glider,2022-10-04 22:49:02,High,1.0,5aa0a5f2-a60f-47ff-bf9e-987aab2e3193,-30.41862,153.009458,Sugar Glider,drive/Shareddrives/Thermal File Archive/.UGCS/CabbageTreeRoad65_AGL_69m.kml
3455,Aerial Species,2022-10-04 22:50:54,100%,1.0,5aa0a5f2-a60f-47ff-bf9e-987aab2e3193,-30.418082,153.010639,Flying Fox,drive/Shareddrives/Thermal File Archive/.UGCS/CabbageTreeRoad65_AGL_69m.kml
3456,Aerial Species,2022-10-04 22:52:49,High,1.0,5aa0a5f2-a60f-47ff-bf9e-987aab2e3193,-30.417856,153.010597,Flying Fox,drive/Shareddrives/Thermal File Archive/.UGCS/CabbageTreeRoad65_AGL_69m.kml
3457,Aerial Species,2022-10-04 22:53:28,100%,1.0,5aa0a5f2-a60f-47ff-bf9e-987aab2e3193,-30.41763,153.010702,Flying Fox,drive/Shareddrives/Thermal File Archive/.UGCS/CabbageTreeRoad65_AGL_69m.kml
3458,Possum,2022-10-03 23:03:00,High,2.0,1987cf9c-6ae8-4623-8807-988fa3422672,-30.415306,153.006706,Common Brushtail Possum,drive/Shareddrives/Thermal File Archive/.UGCS/CabbageTreeRoad65_AGL_69m.kml
3459,Ground Species,2022-10-03 23:13:00,High,1.0,1987cf9c-6ae8-4623-8807-988fa3422672,-30.414434,153.007245,Ground Species,drive/Shareddrives/Thermal File Archive/.UGCS/CabbageTreeRoad65_AGL_69m.kml
3460,Arboreal Species,2022-10-03 23:27:00,100%,1.0,1987cf9c-6ae8-4623-8807-988fa3422672,-30.416577,153.00368,Arboreal Species,drive/Shareddrives/Thermal File Archive/.UGCS/CabbageTreeRoad65_AGL_69m.kml
3461,Arboreal Species,2022-10-03 23:28:00,100%,1.0,1987cf9c-6ae8-4623-8807-988fa3422672,-30.416507,153.003867,Arboreal Species,drive/Shareddrives/Thermal File Archive/.UGCS/BongilBongil (1)/2051170_BB07_AGL_63m.kml
3462,Koala,2022-10-04 22:34:00,Low,1.0,9ccdab95-b0ac-4563-a49e-6936445e3feb,-30.41211,153.013701,Koala,drive/Shareddrives/Thermal File Archive/.UGCS/CabbageTreeRoad65_AGL_69m.kml
3463,Aerial Species,2022-10-04 22:38:00,High,1.0,9ccdab95-b0ac-4563-a49e-6936445e3feb,-30.417993,153.010483,Flying Fox,drive/Shareddrives/Thermal File Archive/.UGCS/CabbageTreeRoad65_AGL_69m.kml
3464,Arboreal Species,2022-10-04 23:39:00,Med,1.0,ee6602d9-613d-4807-b002-40ebf2a1e851,,,Sugar Glider,drive/Shareddrives/Thermal File Archive/.UGCS/HuntersRoad65_AGL_61m.kml
3465,Glider,2022-10-04 23:56:00,100%,3.0,ee6602d9-613d-4807-b002-40ebf2a1e851,,,Sugar Glider,drive/Shareddrives/Thermal File Archive/.UGCS/HuntersRoad65_AGL_61m.kml
3466,Koala,2022-10-05 00:03:00,100%,1.0,ee6602d9-613d-4807-b002-40ebf2a1e851,-30.40363183333333,153.00326827777778,Koala,drive/Shareddrives/Thermal File Archive/.UGCS/BongilBongil (1)/2055770_BB06_AGL_61m.kml
3467,Arboreal Species,2022-10-05 00:58:00,100%,1.0,565c280f-f065-475b-8aac-0565a1cbc6a9,,,Arboreal Species,drive/Shareddrives/Thermal File Archive/.UGCS/HuntersRoad65_AGL_61m.kml
3468,Arboreal Species,2022-10-05 01:04:13,100%,1.0,565c280f-f065-475b-8aac-0565a1cbc6a9,-30.412100666666667,153.00073666666665,Arboreal Species,drive/Shareddrives/Thermal File Archive/.UGCS/HuntersRoad65_AGL_61m.kml
3469,Arboreal Species,2022-10-04 19:55:00,Med,1.0,f37b95a9-80bb-41f8-9e89-b4d18e078a37,-30.423336,153.039131,Bird,drive/Shareddrives/Thermal File Archive/.UGCS/BongilBongil (1)/BB27_2044281_AGL_67m.kml
3470,Possum,2022-10-04 20:05:00,High,1.0,f37b95a9-80bb-41f8-9e89-b4d18e078a37,-30.422604,153.04018,Common Brushtail Possum,drive/Shareddrives/Thermal File Archive/.UGCS/BongilBongil (1)/BB27_2044281_AGL_67m.kml
3471,Aerial Species,2022-10-04 20:23:00,High,1.0,f37b95a9-80bb-41f8-9e89-b4d18e078a37,-30.424086,153.040795,Flying Fox,drive/Shareddrives/Thermal File Archive/.UGCS/BongilBongil (1)/BB27_2044281_AGL_67m.kml
3472,Koala,2022-10-04 20:32:41,100%,1.0,f37b95a9-80bb-41f8-9e89-b4d18e078a37,-30.42329,153.041198,Koala,drive/Shareddrives/Thermal File Archive/.UGCS/BongilBongil (1)/BB27_2044281_AGL_67m.kml
3473,Koala,2022-10-04 23:54:36,Med,1.0,92c704b7-4349-4a21-b5d9-f1280b082770,-30.422615,153.026272,Koala,drive/Shareddrives/Thermal File Archive/.UGCS/BongilBongil (1)/BB28_2044279_AGL_67m.kml
3474,Aerial Species,2022-10-05 00:01:10,Med,1.0,92c704b7-4349-4a21-b5d9-f1280b082770,-30.426842,153.027691,Flying Fox,drive/Shareddrives/Thermal File Archive/.UGCS/BongilBongil (1)/BB28_2044279_AGL_67m.kml
